gobierno,gestion,mes,mes_abrev,mes_str,fecha,tipo_regalias_2,tipo_regalia,region,monto
Tarija,2021,7,Jul,07-Jul,1625097600000.0,Regalia,Regalia Departamental,Tarija,6.23829049
Cochabamba,2011,12,Dic,12-Dic,1322697600000.0,Regalia,Regalia Departamental,Cochabamba,2.53075776
TGN,2006,12,Dic,12-Dic,1164931200000.0,Participacion,Participacion TGN,TGN,11.90788076
Tarija,2017,9,Sep,09-Sep,1504224000000.0,Regalia,Regalia Departamental,Gran Chaco,5.52491655
Tarija,2008,11,Nov,11-Nov,1225497600000.0,Regalia,Regalia Departamental,Gran Chaco,
Santa Cruz,2012,6,Jun,06-Jun,1338508800000.0,Regalia,Regalia Departamental,Santa Cruz,9.54856042
Tarija,2024,11,Nov,11-Nov,1730419200000.0,Regalia,Regalia Departamental,Tarija,4.13360765
Cochabamba,2017,11,Nov,11-Nov,1509494400000.0,Regalia,Regalia Departamental,Cochabamba,0.97561746
Tarija,2018,3,Mar,03-Mar,1519862400000.0,Regalia,Regalia Departamental,Tarija,8.17567345
Pando,2019,11,Nov,11-Nov,1572566400000.0,Regalia,Regalia Compensatoria,Pando,0.88849217
IDH,2012,8,Ago,08-Ago,1343779200000.0,IDH,IDH,IDH,170.113977
Santa Cruz,2006,9,Sep,09-Sep,1157068800000.0,Regalia,Regalia Departamental,Santa Cruz,3.36110967
Pando,2006,1,Ene,01-Ene,1136073600000.0,Regalia,Regalia Compensatoria,Pando,0.56455785
Tarija,2018,1,Ene,01-Ene,1514764800000.0,Regalia,Regalia Departamental,Tarija,8.91186036
Tarija,2025,3,Mar,03-Mar,1740787200000.0,Regalia,Regalia Departamental,Tarija,3.38282409
TGN,2021,12,Dic,12-Dic,1638316800000.0,Participacion,Participacion TGN,TGN,13.17306039
Tarija,2011,12,Dic,12-Dic,1322697600000.0,Regalia,Regalia Departamental,Tarija,17.89480117
Cochabamba,2016,5,May,05-May,1462060800000.0,Regalia,Regalia Departamental,Cochabamba,1.13352819
TGN,2013,1,Ene,01-Ene,1356998400000.0,Participacion,Participacion TGN,TGN,31.8963707
Tarija,2016,8,Ago,08-Ago,1470009600000.0,Regalia,Regalia Departamental,Gran Chaco,3.85093461
Santa Cruz,2015,7,Jul,07-Jul,1435708800000.0,Regalia,Regalia Departamental,Santa Cruz,9.17387422
Chuquisaca,2014,7,Jul,07-Jul,1404172800000.0,Regalia,Regalia Departamental,Chuquisaca,7.05159464
IDH,2020,6,Jun,06-Jun,1590969600000.0,IDH,IDH,IDH,69.477056
Tarija,2012,2,Feb,02-Feb,1328054400000.0,Regalia,Regalia Departamental,Gran Chaco,14.07609891
Beni,2013,8,Ago,08-Ago,1375315200000.0,Regalia,Regalia Compensatoria,Beni,5.31045154
Chuquisaca,2009,4,Abr,04-Abr,1238544000000.0,Regalia,Regalia Departamental,Chuquisaca,1.26151188
IDH,2008,1,Ene,01-Ene,1199145600000.0,IDH,IDH,IDH,80.98320303
Cochabamba,2012,9,Sep,09-Sep,1346457600000.0,Regalia,Regalia Departamental,Cochabamba,3.24473781
IDH,2025,2,Feb,02-Feb,1738368000000.0,IDH,IDH,IDH,45.459669
Chuquisaca,2022,12,Dic,12-Dic,1669852800000.0,Regalia,Regalia Departamental,Chuquisaca,5.82397042
IDH,2019,2,Feb,02-Feb,1548979200000.0,IDH,IDH,IDH,69.780622
Tarija,2007,4,Abr,04-Abr,1175385600000.0,Regalia,Regalia Departamental,Tarija,10.43186367
Tarija,2009,11,Nov,11-Nov,1257033600000.0,Regalia,Regalia Departamental,Tarija,7.95513348
Tarija,2025,7,Jul,07-Jul,1751328000000.0,Regalia,Regalia Departamental,Gran Chaco,2.17146294
Beni,2014,4,Abr,04-Abr,1396310400000.0,Regalia,Regalia Compensatoria,Beni,3.98376435
Cochabamba,2020,7,Jul,07-Jul,1593561600000.0,Regalia,Regalia Departamental,Cochabamba,0.79343163
TGN,2024,1,Ene,01-Ene,1704067200000.0,Participacion,Participacion TGN,TGN,11.63491545
Santa Cruz,2021,2,Feb,02-Feb,1612137600000.0,Regalia,Regalia Departamental,Santa Cruz,8.0286597
Tarija,2021,10,Oct,10-Oct,1633046400000.0,Regalia,Regalia Departamental,Gran Chaco,5.79959569
Cochabamba,2006,2,Feb,02-Feb,1138752000000.0,Regalia,Regalia Departamental,Cochabamba,2.64444026
IDH,2015,5,May,05-May,1430438400000.0,IDH,IDH,IDH,135.346606
IDH,2011,4,Abr,04-Abr,1301616000000.0,IDH,IDH,IDH,87.846884
Chuquisaca,2025,11,Nov,11-Nov,1761955200000.0,Regalia,Regalia Departamental,Chuquisaca,2.10005225
Santa Cruz,2013,9,Sep,09-Sep,1377993600000.0,Regalia,Regalia Departamental,Santa Cruz,16.91600027
Cochabamba,2013,11,Nov,11-Nov,1383264000000.0,Regalia,Regalia Departamental,Cochabamba,3.08824726
Pando,2006,2,Feb,02-Feb,1138752000000.0,Regalia,Regalia Compensatoria,Pando,0.51489155
Pando,2021,8,Ago,08-Ago,1627776000000.0,Regalia,Regalia Compensatoria,Pando,0.73941082
Chuquisaca,2015,4,Abr,04-Abr,1427846400000.0,Regalia,Regalia Departamental,Chuquisaca,5.77869722
TGN,2008,4,Abr,04-Abr,1207008000000.0,Participacion,Participacion TGN,TGN,15.2838062
Chuquisaca,2015,11,Nov,11-Nov,1446336000000.0,Regalia,Regalia Departamental,Chuquisaca,4.37648527
Beni,2025,6,Jun,06-Jun,1748736000000.0,Regalia,Regalia Compensatoria,Beni,0.90801275
Chuquisaca,2018,6,Jun,06-Jun,1527811200000.0,Regalia,Regalia Departamental,Chuquisaca,4.59310581
IDH,2018,8,Ago,08-Ago,1533081600000.0,IDH,IDH,IDH,99.441717
Tarija,2013,6,Jun,06-Jun,1370044800000.0,Regalia,Regalia Departamental,Gran Chaco,15.64027212
TGN,2009,9,Sep,09-Sep,1251763200000.0,Participacion,Participacion TGN,TGN,12.9364136
Pando,2021,9,Sep,09-Sep,1630454400000.0,Regalia,Regalia Compensatoria,Pando,0.72713846
Beni,2017,3,Mar,03-Mar,1488326400000.0,Regalia,Regalia Compensatoria,Beni,1.13693092
Chuquisaca,2006,11,Nov,11-Nov,1162339200000.0,Regalia,Regalia Departamental,Chuquisaca,0.70756799
IDH,2021,10,Oct,10-Oct,1633046400000.0,IDH,IDH,IDH,78.725612
Cochabamba,2020,10,Oct,10-Oct,1601510400000.0,Regalia,Regalia Departamental,Cochabamba,0.60778107
Cochabamba,2018,6,Jun,06-Jun,1527811200000.0,Regalia,Regalia Departamental,Cochabamba,1.04788791
Beni,2014,2,Feb,02-Feb,1391212800000.0,Regalia,Regalia Compensatoria,Beni,4.03728036
IDH,2020,11,Nov,11-Nov,1604188800000.0,IDH,IDH,IDH,61.467846
Chuquisaca,2022,4,Abr,04-Abr,1648771200000.0,Regalia,Regalia Departamental,Chuquisaca,3.28451568
Santa Cruz,2013,6,Jun,06-Jun,1370044800000.0,Regalia,Regalia Departamental,Santa Cruz,10.74242801
Chuquisaca,2018,8,Ago,08-Ago,1533081600000.0,Regalia,Regalia Departamental,Chuquisaca,4.68079923
TGN,2018,2,Feb,02-Feb,1517443200000.0,Participacion,Participacion TGN,TGN,15.52536414
Pando,2014,10,Oct,10-Oct,1412121600000.0,Regalia,Regalia Compensatoria,Pando,2.05164593
Cochabamba,2013,9,Sep,09-Sep,1377993600000.0,Regalia,Regalia Departamental,Cochabamba,2.78077938
Pando,2020,4,Abr,04-Abr,1585699200000.0,Regalia,Regalia Compensatoria,Pando,0.95064234
Tarija,2009,12,Dic,12-Dic,1259625600000.0,Regalia,Regalia Departamental,Tarija,7.16299745
TGN,2007,5,May,05-May,1177977600000.0,Participacion,Participacion TGN,TGN,11.51788046
Cochabamba,2006,3,Mar,03-Mar,1141171200000.0,Regalia,Regalia Departamental,Cochabamba,1.78612648
Tarija,2014,6,Jun,06-Jun,1401580800000.0,Regalia,Regalia Departamental,Tarija,22.70165774
Beni,2020,4,Abr,04-Abr,1585699200000.0,Regalia,Regalia Compensatoria,Beni,1.90128468
Cochabamba,2019,9,Sep,09-Sep,1567296000000.0,Regalia,Regalia Departamental,Cochabamba,1.01934209
Cochabamba,2019,6,Jun,06-Jun,1559347200000.0,Regalia,Regalia Departamental,Cochabamba,1.06396129
Pando,2015,4,Abr,04-Abr,1427846400000.0,Regalia,Regalia Compensatoria,Pando,1.50575053
Beni,2023,1,Ene,01-Ene,1672531200000.0,Regalia,Regalia Compensatoria,Beni,1.73123978
Pando,2017,1,Ene,01-Ene,1483228800000.0,Regalia,Regalia Compensatoria,Pando,0.76798571
Cochabamba,2025,2,Feb,02-Feb,1738368000000.0,Regalia,Regalia Departamental,Cochabamba,0.25347321
Tarija,2012,11,Nov,11-Nov,1351728000000.0,Regalia,Regalia Departamental,Gran Chaco,17.66679558
TGN,2013,7,Jul,07-Jul,1372636800000.0,Participacion,Participacion TGN,TGN,27.07736535
Beni,2020,6,Jun,06-Jun,1590969600000.0,Regalia,Regalia Compensatoria,Beni,1.44743867
Pando,2016,10,Oct,10-Oct,1475280000000.0,Regalia,Regalia Compensatoria,Pando,0.65784647
Pando,2014,9,Sep,09-Sep,1409529600000.0,Regalia,Regalia Compensatoria,Pando,2.10920407
Pando,2009,3,Mar,03-Mar,1235865600000.0,Regalia,Regalia Compensatoria,Pando,1.13774325
Tarija,2011,3,Mar,03-Mar,1298937600000.0,Regalia,Regalia Departamental,Gran Chaco,8.61658818
IDH,2010,3,Mar,03-Mar,1267401600000.0,IDH,IDH,IDH,56.462464
Tarija,2008,3,Mar,03-Mar,1204329600000.0,Regalia,Regalia Departamental,Gran Chaco,
Tarija,2016,9,Sep,09-Sep,1472688000000.0,Regalia,Regalia Departamental,Gran Chaco,6.20385885
IDH,2009,5,May,05-May,1241136000000.0,IDH,IDH,IDH,68.076962
Cochabamba,2008,8,Ago,08-Ago,1217548800000.0,Regalia,Regalia Departamental,Cochabamba,5.34433932
IDH,2019,6,Jun,06-Jun,1559347200000.0,IDH,IDH,IDH,64.208199
Cochabamba,2010,5,May,05-May,1272672000000.0,Regalia,Regalia Departamental,Cochabamba,2.31450041
Chuquisaca,2007,4,Abr,04-Abr,1175385600000.0,Regalia,Regalia Departamental,Chuquisaca,0.35949743
Santa Cruz,2021,12,Dic,12-Dic,1638316800000.0,Regalia,Regalia Departamental,Santa Cruz,10.09992884
Cochabamba,2020,6,Jun,06-Jun,1590969600000.0,Regalia,Regalia Departamental,Cochabamba,0.86492124
Beni,2021,10,Oct,10-Oct,1633046400000.0,Regalia,Regalia Compensatoria,Beni,1.64011692
Tarija,2018,12,Dic,12-Dic,1543622400000.0,Regalia,Regalia Departamental,Gran Chaco,7.77850395
Beni,2015,12,Dic,12-Dic,1448928000000.0,Regalia,Regalia Compensatoria,Beni,2.45865747
Beni,2015,6,Jun,06-Jun,1433116800000.0,Regalia,Regalia Compensatoria,Beni,3.14271521
Tarija,2007,3,Mar,03-Mar,1172707200000.0,Regalia,Regalia Departamental,Gran Chaco,
Tarija,2007,10,Oct,10-Oct,1191196800000.0,Regalia,Regalia Departamental,Gran Chaco,
Chuquisaca,2023,2,Feb,02-Feb,1675209600000.0,Regalia,Regalia Departamental,Chuquisaca,4.69609438
Beni,2016,7,Jul,07-Jul,1467331200000.0,Regalia,Regalia Compensatoria,Beni,0.34376415
Chuquisaca,2024,12,Dic,12-Dic,1733011200000.0,Regalia,Regalia Departamental,Chuquisaca,2.29432829
Cochabamba,2015,10,Oct,10-Oct,1443657600000.0,Regalia,Regalia Departamental,Cochabamba,1.51735654
TGN,2008,7,Jul,07-Jul,1214870400000.0,Participacion,Participacion TGN,TGN,0.0
Beni,2022,12,Dic,12-Dic,1669852800000.0,Regalia,Regalia Compensatoria,Beni,1.98389032
IDH,2019,5,May,05-May,1556668800000.0,IDH,IDH,IDH,94.592101
IDH,2017,7,Jul,07-Jul,1498867200000.0,IDH,IDH,IDH,89.683493
Tarija,2010,5,May,05-May,1272672000000.0,Regalia,Regalia Departamental,Tarija,9.64977856
Santa Cruz,2007,6,Jun,06-Jun,1180656000000.0,Regalia,Regalia Departamental,Santa Cruz,3.14567313
Pando,2011,10,Oct,10-Oct,1317427200000.0,Regalia,Regalia Compensatoria,Pando,1.09970243
TGN,2024,5,May,05-May,1714521600000.0,Participacion,Participacion TGN,TGN,9.46548077
Pando,2013,7,Jul,07-Jul,1372636800000.0,Regalia,Regalia Compensatoria,Pando,1.50429808
Chuquisaca,2010,5,May,05-May,1272672000000.0,Regalia,Regalia Departamental,Chuquisaca,1.544643
Cochabamba,2019,7,Jul,07-Jul,1561939200000.0,Regalia,Regalia Departamental,Cochabamba,0.99415431
Tarija,2011,1,Ene,01-Ene,1293840000000.0,Regalia,Regalia Departamental,Gran Chaco,10.52481015
Tarija,2007,6,Jun,06-Jun,1180656000000.0,Regalia,Regalia Departamental,Tarija,13.76921462
Chuquisaca,2019,2,Feb,02-Feb,1548979200000.0,Regalia,Regalia Departamental,Chuquisaca,2.96447149
Tarija,2015,6,Jun,06-Jun,1433116800000.0,Regalia,Regalia Departamental,Tarija,18.85798123
IDH,2024,7,Jul,07-Jul,1719792000000.0,IDH,IDH,IDH,55.792346
IDH,2016,5,May,05-May,1462060800000.0,IDH,IDH,IDH,73.00625
Chuquisaca,2019,12,Dic,12-Dic,1575158400000.0,Regalia,Regalia Departamental,Chuquisaca,3.66223118
Tarija,2012,1,Ene,01-Ene,1325376000000.0,Regalia,Regalia Departamental,Tarija,24.69795004
IDH,2013,5,May,05-May,1367366400000.0,IDH,IDH,IDH,173.485365
Pando,2020,8,Ago,08-Ago,1596240000000.0,Regalia,Regalia Compensatoria,Pando,0.5634147
Pando,2018,2,Feb,02-Feb,1517443200000.0,Regalia,Regalia Compensatoria,Pando,0.86252023
Beni,2019,4,Abr,04-Abr,1554076800000.0,Regalia,Regalia Compensatoria,Beni,1.62010916
Tarija,2015,6,Jun,06-Jun,1433116800000.0,Regalia,Regalia Departamental,Gran Chaco,15.42925734
Chuquisaca,2024,11,Nov,11-Nov,1730419200000.0,Regalia,Regalia Departamental,Chuquisaca,2.92714897
Cochabamba,2015,12,Dic,12-Dic,1448928000000.0,Regalia,Regalia Departamental,Cochabamba,1.37636857
Chuquisaca,2008,7,Jul,07-Jul,1214870400000.0,Regalia,Regalia Departamental,Chuquisaca,0.0
Tarija,2009,3,Mar,03-Mar,1235865600000.0,Regalia,Regalia Departamental,Tarija,24.71163812
Pando,2007,5,May,05-May,1177977600000.0,Regalia,Regalia Compensatoria,Pando,0.63988205
Beni,2006,3,Mar,03-Mar,1141171200000.0,Regalia,Regalia Compensatoria,Beni,0.97450579
Tarija,2018,8,Ago,08-Ago,1533081600000.0,Regalia,Regalia Departamental,Gran Chaco,8.08210659
Cochabamba,2013,3,Mar,03-Mar,1362096000000.0,Regalia,Regalia Departamental,Cochabamba,3.24473781
TGN,2017,11,Nov,11-Nov,1509494400000.0,Participacion,Participacion TGN,TGN,17.28088496
Tarija,2016,5,May,05-May,1462060800000.0,Regalia,Regalia Departamental,Gran Chaco,6.95064357
Beni,2011,3,Mar,03-Mar,1298937600000.0,Regalia,Regalia Compensatoria,Beni,1.76303202
IDH,2024,4,Abr,04-Abr,1711929600000.0,IDH,IDH,IDH,57.789554
IDH,2022,2,Feb,02-Feb,1643673600000.0,IDH,IDH,IDH,71.764659
Cochabamba,2024,1,Ene,01-Ene,1704067200000.0,Regalia,Regalia Departamental,Cochabamba,0.4030819
Chuquisaca,2016,2,Feb,02-Feb,1454284800000.0,Regalia,Regalia Departamental,Chuquisaca,4.77380616
Santa Cruz,2023,1,Ene,01-Ene,1672531200000.0,Regalia,Regalia Departamental,Santa Cruz,11.63662932
Pando,2018,9,Sep,09-Sep,1535760000000.0,Regalia,Regalia Compensatoria,Pando,1.00260821
Beni,2014,9,Sep,09-Sep,1409529600000.0,Regalia,Regalia Compensatoria,Beni,4.21840814
Beni,2022,6,Jun,06-Jun,1654041600000.0,Regalia,Regalia Compensatoria,Beni,1.80958227
IDH,2018,12,Dic,12-Dic,1543622400000.0,IDH,IDH,IDH,98.931194
Tarija,2015,4,Abr,04-Abr,1427846400000.0,Regalia,Regalia Departamental,Tarija,18.20996864
Chuquisaca,2011,6,Jun,06-Jun,1306886400000.0,Regalia,Regalia Departamental,Chuquisaca,1.71380383
Tarija,2009,1,Ene,01-Ene,1230768000000.0,Regalia,Regalia Departamental,Tarija,26.91787489
Beni,2009,3,Mar,03-Mar,1235865600000.0,Regalia,Regalia Compensatoria,Beni,2.27548651
Chuquisaca,2015,3,Mar,03-Mar,1425168000000.0,Regalia,Regalia Departamental,Chuquisaca,6.26531701
Tarija,2017,1,Ene,01-Ene,1483228800000.0,Regalia,Regalia Departamental,Tarija,8.01501803
TGN,2016,1,Ene,01-Ene,1451606400000.0,Participacion,Participacion TGN,TGN,22.12791727
Pando,2014,3,Mar,03-Mar,1393632000000.0,Regalia,Regalia Compensatoria,Pando,2.01865837
Santa Cruz,2024,4,Abr,04-Abr,1711929600000.0,Regalia,Regalia Departamental,Santa Cruz,8.45017806
Santa Cruz,2025,1,Ene,01-Ene,1735689600000.0,Regalia,Regalia Departamental,Santa Cruz,6.26770596
Beni,2019,11,Nov,11-Nov,1572566400000.0,Regalia,Regalia Compensatoria,Beni,1.77698434
Cochabamba,2024,7,Jul,07-Jul,1719792000000.0,Regalia,Regalia Departamental,Cochabamba,0.38811996
Chuquisaca,2007,5,May,05-May,1177977600000.0,Regalia,Regalia Departamental,Chuquisaca,0.64712796
Beni,2023,3,Mar,03-Mar,1677628800000.0,Regalia,Regalia Compensatoria,Beni,1.71068123
IDH,2018,6,Jun,06-Jun,1527811200000.0,IDH,IDH,IDH,95.586706
Tarija,2015,10,Oct,10-Oct,1443657600000.0,Regalia,Regalia Departamental,Tarija,15.81891276
Santa Cruz,2018,11,Nov,11-Nov,1541030400000.0,Regalia,Regalia Departamental,Santa Cruz,11.73322308
TGN,2017,10,Oct,10-Oct,1506816000000.0,Participacion,Participacion TGN,TGN,17.05214778
TGN,2019,5,May,05-May,1556668800000.0,Participacion,Participacion TGN,TGN,17.73601892
Cochabamba,2010,7,Jul,07-Jul,1277942400000.0,Regalia,Regalia Departamental,Cochabamba,2.36709545
Santa Cruz,2025,10,Oct,10-Oct,1759276800000.0,Regalia,Regalia Departamental,Santa Cruz,5.50327596
TGN,2018,9,Sep,09-Sep,1535760000000.0,Participacion,Participacion TGN,TGN,18.04694783
TGN,2015,5,May,05-May,1430438400000.0,Participacion,Participacion TGN,TGN,25.3774889
Cochabamba,2018,1,Ene,01-Ene,1514764800000.0,Regalia,Regalia Departamental,Cochabamba,0.99982824
Santa Cruz,2023,10,Oct,10-Oct,1696118400000.0,Regalia,Regalia Departamental,Santa Cruz,8.45274447
Cochabamba,2020,12,Dic,12-Dic,1606780800000.0,Regalia,Regalia Departamental,Cochabamba,0.51740249
Tarija,2025,8,Ago,08-Ago,1754006400000.0,Regalia,Regalia Departamental,Tarija,2.79794608
TGN,2013,8,Ago,08-Ago,1375315200000.0,Participacion,Participacion TGN,TGN,47.79406397
Chuquisaca,2011,9,Sep,09-Sep,1314835200000.0,Regalia,Regalia Departamental,Chuquisaca,1.72551852
Pando,2014,1,Ene,01-Ene,1388534400000.0,Regalia,Regalia Compensatoria,Pando,2.01864018
IDH,2015,2,Feb,02-Feb,1422748800000.0,IDH,IDH,IDH,154.913866
Tarija,2018,6,Jun,06-Jun,1527811200000.0,Regalia,Regalia Departamental,Gran Chaco,7.79678892
Tarija,2013,1,Ene,01-Ene,1356998400000.0,Regalia,Regalia Departamental,Gran Chaco,17.66679558
Chuquisaca,2020,3,Mar,03-Mar,1583020800000.0,Regalia,Regalia Departamental,Chuquisaca,2.97608431
Tarija,2011,4,Abr,04-Abr,1301616000000.0,Regalia,Regalia Departamental,Gran Chaco,7.99069797
TGN,2010,5,May,05-May,1272672000000.0,Participacion,Participacion TGN,TGN,13.99484716
TGN,2014,2,Feb,02-Feb,1391212800000.0,Participacion,Participacion TGN,TGN,36.33552321
Tarija,2015,5,May,05-May,1430438400000.0,Regalia,Regalia Departamental,Gran Chaco,13.81716669
Chuquisaca,2021,9,Sep,09-Sep,1630454400000.0,Regalia,Regalia Departamental,Chuquisaca,3.1365186
Tarija,2017,11,Nov,11-Nov,1509494400000.0,Regalia,Regalia Departamental,Tarija,9.24156518
Pando,2023,3,Mar,03-Mar,1677628800000.0,Regalia,Regalia Compensatoria,Pando,0.85534062
Beni,2010,9,Sep,09-Sep,1283299200000.0,Regalia,Regalia Compensatoria,Beni,1.99445899
Chuquisaca,2006,4,Abr,04-Abr,1143849600000.0,Regalia,Regalia Departamental,Chuquisaca,0.74805195
Tarija,2008,6,Jun,06-Jun,1212278400000.0,Regalia,Regalia Departamental,Tarija,0.0
Cochabamba,2013,2,Feb,02-Feb,1359676800000.0,Regalia,Regalia Departamental,Cochabamba,3.27591312
Tarija,2009,1,Ene,01-Ene,1230768000000.0,Regalia,Regalia Departamental,Gran Chaco,
IDH,2020,8,Ago,08-Ago,1596240000000.0,IDH,IDH,IDH,54.087812
Chuquisaca,2011,10,Oct,10-Oct,1317427200000.0,Regalia,Regalia Departamental,Chuquisaca,1.83248669
Beni,2015,5,May,05-May,1430438400000.0,Regalia,Regalia Compensatoria,Beni,2.81972099
Tarija,2022,3,Mar,03-Mar,1646092800000.0,Regalia,Regalia Departamental,Gran Chaco,5.06425784
Tarija,2020,2,Feb,02-Feb,1580515200000.0,Regalia,Regalia Departamental,Tarija,10.03722939
TGN,2017,6,Jun,06-Jun,1496275200000.0,Participacion,Participacion TGN,TGN,14.79687504
Santa Cruz,2010,9,Sep,09-Sep,1283299200000.0,Regalia,Regalia Departamental,Santa Cruz,6.07151153
Beni,2009,1,Ene,01-Ene,1230768000000.0,Regalia,Regalia Compensatoria,Beni,2.39809016
Santa Cruz,2020,4,Abr,04-Abr,1585699200000.0,Regalia,Regalia Departamental,Santa Cruz,11.33754265
Pando,2006,6,Jun,06-Jun,1149120000000.0,Regalia,Regalia Compensatoria,Pando,0.53427696
IDH,2024,3,Mar,03-Mar,1709251200000.0,IDH,IDH,IDH,61.828615
IDH,2017,2,Feb,02-Feb,1485907200000.0,IDH,IDH,IDH,69.203854
Tarija,2013,5,May,05-May,1367366400000.0,Regalia,Regalia Departamental,Tarija,19.11588813
Tarija,2006,11,Nov,11-Nov,1162339200000.0,Regalia,Regalia Departamental,Tarija,15.84093596
Beni,2025,2,Feb,02-Feb,1738368000000.0,Regalia,Regalia Compensatoria,Beni,0.94707644
TGN,2012,12,Dic,12-Dic,1354320000000.0,Participacion,Participacion TGN,TGN,31.8963707
TGN,2009,10,Oct,10-Oct,1254355200000.0,Participacion,Participacion TGN,TGN,13.07074337
Cochabamba,2006,4,Abr,04-Abr,1143849600000.0,Regalia,Regalia Departamental,Cochabamba,2.02275751
Tarija,2014,8,Ago,08-Ago,1406851200000.0,Regalia,Regalia Departamental,Tarija,25.62751487
Santa Cruz,2025,2,Feb,02-Feb,1738368000000.0,Regalia,Regalia Departamental,Santa Cruz,6.37122315
TGN,2014,12,Dic,12-Dic,1417392000000.0,Participacion,Participacion TGN,TGN,36.51259448
Santa Cruz,2012,2,Feb,02-Feb,1328054400000.0,Regalia,Regalia Departamental,Santa Cruz,9.35011057
Santa Cruz,2011,3,Mar,03-Mar,1298937600000.0,Regalia,Regalia Departamental,Santa Cruz,5.98980979
Tarija,2018,11,Nov,11-Nov,1541030400000.0,Regalia,Regalia Departamental,Gran Chaco,8.41819878
Pando,2016,8,Ago,08-Ago,1470009600000.0,Regalia,Regalia Compensatoria,Pando,0.39262619
IDH,2019,3,Mar,03-Mar,1551398400000.0,IDH,IDH,IDH,60.884611
Tarija,2015,7,Jul,07-Jul,1435708800000.0,Regalia,Regalia Departamental,Tarija,18.85798123
Cochabamba,2021,12,Dic,12-Dic,1638316800000.0,Regalia,Regalia Departamental,Cochabamba,0.45967579
Cochabamba,2016,11,Nov,11-Nov,1477958400000.0,Regalia,Regalia Departamental,Cochabamba,0.99639517
Santa Cruz,2016,12,Dic,12-Dic,1480550400000.0,Regalia,Regalia Departamental,Santa Cruz,5.75981462
Pando,2012,10,Oct,10-Oct,1349049600000.0,Regalia,Regalia Compensatoria,Pando,1.77202059
Beni,2017,10,Oct,10-Oct,1506816000000.0,Regalia,Regalia Compensatoria,Beni,1.89468309
TGN,2016,10,Oct,10-Oct,1475280000000.0,Participacion,Participacion TGN,TGN,11.84123651
Tarija,2018,12,Dic,12-Dic,1543622400000.0,Regalia,Regalia Departamental,Tarija,9.50706042
Beni,2022,1,Ene,01-Ene,1640995200000.0,Regalia,Regalia Compensatoria,Beni,1.54896276
Tarija,2017,5,May,05-May,1493596800000.0,Regalia,Regalia Departamental,Gran Chaco,4.75441062
Beni,2020,1,Ene,01-Ene,1577836800000.0,Regalia,Regalia Compensatoria,Beni,2.04033343
Cochabamba,2025,3,Mar,03-Mar,1740787200000.0,Regalia,Regalia Departamental,Cochabamba,0.22115608
Beni,2014,6,Jun,06-Jun,1401580800000.0,Regalia,Regalia Compensatoria,Beni,3.68437644
Chuquisaca,2008,12,Dic,12-Dic,1228089600000.0,Regalia,Regalia Departamental,Chuquisaca,1.49306697
IDH,2009,10,Oct,10-Oct,1254355200000.0,IDH,IDH,IDH,68.094467
Chuquisaca,2016,10,Oct,10-Oct,1475280000000.0,Regalia,Regalia Departamental,Chuquisaca,2.86030037
Chuquisaca,2011,1,Ene,01-Ene,1293840000000.0,Regalia,Regalia Departamental,Chuquisaca,1.62561002
Pando,2019,12,Dic,12-Dic,1575158400000.0,Regalia,Regalia Compensatoria,Pando,0.83516601
Chuquisaca,2006,5,May,05-May,1146441600000.0,Regalia,Regalia Departamental,Chuquisaca,0.75548748
Beni,2010,10,Oct,10-Oct,1285891200000.0,Regalia,Regalia Compensatoria,Beni,2.08909387
Tarija,2015,10,Oct,10-Oct,1443657600000.0,Regalia,Regalia Departamental,Gran Chaco,12.94274679
Beni,2011,8,Ago,08-Ago,1312156800000.0,Regalia,Regalia Compensatoria,Beni,2.54308598
Cochabamba,2011,3,Mar,03-Mar,1298937600000.0,Regalia,Regalia Departamental,Cochabamba,1.89781488
Tarija,2006,10,Oct,10-Oct,1159660800000.0,Regalia,Regalia Departamental,Tarija,15.94167552
Cochabamba,2019,10,Oct,10-Oct,1569888000000.0,Regalia,Regalia Departamental,Cochabamba,0.99639923
Santa Cruz,2013,12,Dic,12-Dic,1385856000000.0,Regalia,Regalia Departamental,Santa Cruz,12.79117106
