gobierno,gestion,mes,mes_abrev,mes_str,fecha,tipo_regalias_2,tipo_regalia,region,monto
TGN,2006,6,Jun,06-Jun,1149120000000.0,Participacion,Participacion TGN,TGN,9.684518
Santa Cruz,2008,10,Oct,10-Oct,1222819200000.0,Regalia,Regalia Departamental,Santa Cruz,5.61677777
Tarija,2018,10,Oct,10-Oct,1538352000000.0,Regalia,Regalia Departamental,Tarija,10.27346393
Santa Cruz,2011,1,Ene,01-Ene,1293840000000.0,Regalia,Regalia Departamental,Santa Cruz,6.13001535
TGN,2010,12,Dic,12-Dic,1291161600000.0,Participacion,Participacion TGN,TGN,18.19941695
Beni,2008,4,Abr,04-Abr,1207008000000.0,Regalia,Regalia Compensatoria,Beni,1.6982007
Cochabamba,2009,10,Oct,10-Oct,1254355200000.0,Regalia,Regalia Departamental,Cochabamba,2.39861404
Pando,2020,9,Sep,09-Sep,1598918400000.0,Regalia,Regalia Compensatoria,Pando,0.65454288
TGN,2011,9,Sep,09-Sep,1314835200000.0,Participacion,Participacion TGN,TGN,18.84402167
Chuquisaca,2014,6,Jun,06-Jun,1401580800000.0,Regalia,Regalia Departamental,Chuquisaca,6.06539227
IDH,2010,8,Ago,08-Ago,1280620800000.0,IDH,IDH,IDH,95.942876
Pando,2010,12,Dic,12-Dic,1291161600000.0,Regalia,Regalia Compensatoria,Pando,1.01107872
Cochabamba,2008,11,Nov,11-Nov,1225497600000.0,Regalia,Regalia Departamental,Cochabamba,3.97435949
Cochabamba,2014,10,Oct,10-Oct,1412121600000.0,Regalia,Regalia Departamental,Cochabamba,3.15863873
Tarija,2021,11,Nov,11-Nov,1635724800000.0,Regalia,Regalia Departamental,Gran Chaco,5.27113725
Chuquisaca,2010,12,Dic,12-Dic,1291161600000.0,Regalia,Regalia Departamental,Chuquisaca,1.68974239
Tarija,2012,5,May,05-May,1335830400000.0,Regalia,Regalia Departamental,Tarija,16.8316189
TGN,2021,4,Abr,04-Abr,1617235200000.0,Participacion,Participacion TGN,TGN,12.31715706
Pando,2020,10,Oct,10-Oct,1601510400000.0,Regalia,Regalia Compensatoria,Pando,0.60977544
Cochabamba,2010,6,Jun,06-Jun,1275350400000.0,Regalia,Regalia Departamental,Cochabamba,2.59619946
Tarija,2007,2,Feb,02-Feb,1170288000000.0,Regalia,Regalia Departamental,Tarija,15.64312545
Pando,2025,9,Sep,09-Sep,1756684800000.0,Regalia,Regalia Compensatoria,Pando,0.40586509
Tarija,2015,9,Sep,09-Sep,1441065600000.0,Regalia,Regalia Departamental,Gran Chaco,13.68840843
Santa Cruz,2006,11,Nov,11-Nov,1162339200000.0,Regalia,Regalia Departamental,Santa Cruz,3.28810971
IDH,2016,6,Jun,06-Jun,1464739200000.0,IDH,IDH,IDH,78.552382
Tarija,2023,9,Sep,09-Sep,1693526400000.0,Regalia,Regalia Departamental,Gran Chaco,4.19558558
Cochabamba,2008,5,May,05-May,1209600000000.0,Regalia,Regalia Departamental,Cochabamba,1.81948368
TGN,2015,7,Jul,07-Jul,1435708800000.0,Participacion,Participacion TGN,TGN,28.28443693
Santa Cruz,2022,2,Feb,02-Feb,1643673600000.0,Regalia,Regalia Departamental,Santa Cruz,10.69915904
Pando,2012,12,Dic,12-Dic,1354320000000.0,Regalia,Regalia Compensatoria,Pando,1.77202059
Pando,2024,11,Nov,11-Nov,1730419200000.0,Regalia,Regalia Compensatoria,Pando,0.55467724
Beni,2019,3,Mar,03-Mar,1551398400000.0,Regalia,Regalia Compensatoria,Beni,1.26842939
TGN,2023,6,Jun,06-Jun,1685577600000.0,Participacion,Participacion TGN,TGN,13.21434076
Beni,2012,9,Sep,09-Sep,1346457600000.0,Regalia,Regalia Compensatoria,Beni,3.54404119
IDH,2011,5,May,05-May,1304208000000.0,IDH,IDH,IDH,99.752188
Beni,2006,10,Oct,10-Oct,1159660800000.0,Regalia,Regalia Compensatoria,Beni,1.36592831
Pando,2021,6,Jun,06-Jun,1622505600000.0,Regalia,Regalia Compensatoria,Pando,0.68308934
TGN,2013,3,Mar,03-Mar,1362096000000.0,Participacion,Participacion TGN,TGN,31.8963707
TGN,2011,2,Feb,02-Feb,1296518400000.0,Participacion,Participacion TGN,TGN,18.34183086
Beni,2010,3,Mar,03-Mar,1267401600000.0,Regalia,Regalia Compensatoria,Beni,1.20155067
TGN,2014,10,Oct,10-Oct,1412121600000.0,Participacion,Participacion TGN,TGN,36.92962675
Tarija,2012,4,Abr,04-Abr,1333238400000.0,Regalia,Regalia Departamental,Gran Chaco,15.93863088
TGN,2020,5,May,05-May,1588291200000.0,Participacion,Participacion TGN,TGN,12.73026476
Cochabamba,2022,1,Ene,01-Ene,1640995200000.0,Regalia,Regalia Departamental,Cochabamba,0.46507704
Tarija,2008,2,Feb,02-Feb,1201824000000.0,Regalia,Regalia Departamental,Gran Chaco,
Beni,2021,12,Dic,12-Dic,1638316800000.0,Regalia,Regalia Compensatoria,Beni,1.46367338
Tarija,2014,10,Oct,10-Oct,1412121600000.0,Regalia,Regalia Departamental,Tarija,24.45158713
TGN,2009,6,Jun,06-Jun,1243814400000.0,Participacion,Participacion TGN,TGN,13.21279162
Beni,2008,11,Nov,11-Nov,1225497600000.0,Regalia,Regalia Compensatoria,Beni,2.14726321
Tarija,2025,11,Nov,11-Nov,1761955200000.0,Regalia,Regalia Departamental,Tarija,2.68055051
Cochabamba,2019,11,Nov,11-Nov,1572566400000.0,Regalia,Regalia Departamental,Cochabamba,1.04365392
Beni,2018,10,Oct,10-Oct,1538352000000.0,Regalia,Regalia Compensatoria,Beni,2.20719102
TGN,2020,6,Jun,06-Jun,1590969600000.0,Participacion,Participacion TGN,TGN,13.02694802
Santa Cruz,2010,10,Oct,10-Oct,1285891200000.0,Regalia,Regalia Departamental,Santa Cruz,6.4527564
Cochabamba,2022,7,Jul,07-Jul,1656633600000.0,Regalia,Regalia Departamental,Cochabamba,0.56421909
Cochabamba,2011,6,Jun,06-Jun,1306886400000.0,Regalia,Regalia Departamental,Cochabamba,2.59018653
Beni,2015,2,Feb,02-Feb,1422748800000.0,Regalia,Regalia Compensatoria,Beni,2.23493165
Pando,2008,2,Feb,02-Feb,1201824000000.0,Regalia,Regalia Compensatoria,Pando,0.79935603
Tarija,2022,9,Sep,09-Sep,1661990400000.0,Regalia,Regalia Departamental,Gran Chaco,5.68081945
Tarija,2007,10,Oct,10-Oct,1191196800000.0,Regalia,Regalia Departamental,Tarija,13.681681
Tarija,2011,2,Feb,02-Feb,1296518400000.0,Regalia,Regalia Departamental,Tarija,12.86365687
Beni,2021,4,Abr,04-Abr,1617235200000.0,Regalia,Regalia Compensatoria,Beni,1.36857301
Cochabamba,2016,12,Dic,12-Dic,1480550400000.0,Regalia,Regalia Departamental,Cochabamba,0.91133052
Beni,2022,10,Oct,10-Oct,1664582400000.0,Regalia,Regalia Compensatoria,Beni,2.32480626
Chuquisaca,2010,2,Feb,02-Feb,1264982400000.0,Regalia,Regalia Departamental,Chuquisaca,0.93427904
Beni,2007,6,Jun,06-Jun,1180656000000.0,Regalia,Regalia Compensatoria,Beni,1.18986958
Santa Cruz,2013,3,Mar,03-Mar,1362096000000.0,Regalia,Regalia Departamental,Santa Cruz,11.64678254
Santa Cruz,2020,9,Sep,09-Sep,1598918400000.0,Regalia,Regalia Departamental,Santa Cruz,7.73693646
Chuquisaca,2007,8,Ago,08-Ago,1185926400000.0,Regalia,Regalia Departamental,Chuquisaca,1.19096353
Santa Cruz,2019,7,Jul,07-Jul,1561939200000.0,Regalia,Regalia Departamental,Santa Cruz,5.94696774
TGN,2008,8,Ago,08-Ago,1217548800000.0,Participacion,Participacion TGN,TGN,24.2089974
Chuquisaca,2024,2,Feb,02-Feb,1706745600000.0,Regalia,Regalia Departamental,Chuquisaca,3.20530127
IDH,2018,5,May,05-May,1525132800000.0,IDH,IDH,IDH,82.420605
Beni,2013,12,Dic,12-Dic,1385856000000.0,Regalia,Regalia Compensatoria,Beni,4.03728036
Tarija,2012,4,Abr,04-Abr,1333238400000.0,Regalia,Regalia Departamental,Tarija,19.48054887
Santa Cruz,2007,9,Sep,09-Sep,1188604800000.0,Regalia,Regalia Departamental,Santa Cruz,3.52635869
Santa Cruz,2009,2,Feb,02-Feb,1233446400000.0,Regalia,Regalia Departamental,Santa Cruz,6.2043958
IDH,2012,4,Abr,04-Abr,1333238400000.0,IDH,IDH,IDH,116.797541
Santa Cruz,2015,3,Mar,03-Mar,1425168000000.0,Regalia,Regalia Departamental,Santa Cruz,11.10728039
Pando,2008,1,Ene,01-Ene,1199145600000.0,Regalia,Regalia Compensatoria,Pando,0.77001754
Beni,2015,3,Mar,03-Mar,1425168000000.0,Regalia,Regalia Compensatoria,Beni,3.43541009
Tarija,2021,5,May,05-May,1619827200000.0,Regalia,Regalia Departamental,Tarija,4.85756293
TGN,2025,8,Ago,08-Ago,1754006400000.0,Participacion,Participacion TGN,TGN,6.70718776
Cochabamba,2021,4,Abr,04-Abr,1617235200000.0,Regalia,Regalia Departamental,Cochabamba,0.51819786
Pando,2019,1,Ene,01-Ene,1546300800000.0,Regalia,Regalia Compensatoria,Pando,1.05646655
Tarija,2016,7,Jul,07-Jul,1467331200000.0,Regalia,Regalia Departamental,Tarija,1.75675584
Tarija,2025,4,Abr,04-Abr,1743465600000.0,Regalia,Regalia Departamental,Gran Chaco,2.41112555
Chuquisaca,2021,8,Ago,08-Ago,1627776000000.0,Regalia,Regalia Departamental,Chuquisaca,3.27502045
IDH,2009,8,Ago,08-Ago,1249084800000.0,IDH,IDH,IDH,69.700771
Pando,2017,12,Dic,12-Dic,1512086400000.0,Regalia,Regalia Compensatoria,Pando,0.90534926
Santa Cruz,2015,9,Sep,09-Sep,1441065600000.0,Regalia,Regalia Departamental,Santa Cruz,7.66783794
Cochabamba,2023,7,Jul,07-Jul,1688169600000.0,Regalia,Regalia Departamental,Cochabamba,0.43772829
TGN,2008,1,Ene,01-Ene,1199145600000.0,Participacion,Participacion TGN,TGN,13.86031612
IDH,2014,6,Jun,06-Jun,1401580800000.0,IDH,IDH,IDH,191.211139
IDH,2015,1,Ene,01-Ene,1420070400000.0,IDH,IDH,IDH,172.245603
Beni,2018,6,Jun,06-Jun,1527811200000.0,Regalia,Regalia Compensatoria,Beni,1.99138972
Cochabamba,2015,1,Ene,01-Ene,1420070400000.0,Regalia,Regalia Departamental,Cochabamba,2.51465811
Tarija,2017,10,Oct,10-Oct,1506816000000.0,Regalia,Regalia Departamental,Tarija,9.16078175
Cochabamba,2016,6,Jun,06-Jun,1464739200000.0,Regalia,Regalia Departamental,Cochabamba,1.0892011
TGN,2011,4,Abr,04-Abr,1301616000000.0,Participacion,Participacion TGN,TGN,15.31514518
Tarija,2025,2,Feb,02-Feb,1738368000000.0,Regalia,Regalia Departamental,Tarija,3.60223121
Tarija,2006,7,Jul,07-Jul,1151712000000.0,Regalia,Regalia Departamental,Tarija,12.14687214
Cochabamba,2021,9,Sep,09-Sep,1630454400000.0,Regalia,Regalia Departamental,Cochabamba,0.45717981
Tarija,2020,1,Ene,01-Ene,1577836800000.0,Regalia,Regalia Departamental,Gran Chaco,7.58054813
Chuquisaca,2006,10,Oct,10-Oct,1159660800000.0,Regalia,Regalia Departamental,Chuquisaca,0.80527071
Chuquisaca,2006,1,Ene,01-Ene,1136073600000.0,Regalia,Regalia Departamental,Chuquisaca,0.21262569
Chuquisaca,2009,8,Ago,08-Ago,1249084800000.0,Regalia,Regalia Departamental,Chuquisaca,1.42636602
Beni,2022,3,Mar,03-Mar,1646092800000.0,Regalia,Regalia Compensatoria,Beni,1.56603197
IDH,2019,1,Ene,01-Ene,1546300800000.0,IDH,IDH,IDH,101.420788
Santa Cruz,2006,8,Ago,08-Ago,1154390400000.0,Regalia,Regalia Departamental,Santa Cruz,2.85928302
Tarija,2009,4,Abr,04-Abr,1238544000000.0,Regalia,Regalia Departamental,Tarija,15.62318735
TGN,2022,5,May,05-May,1651363200000.0,Participacion,Participacion TGN,TGN,14.52563348
Chuquisaca,2011,7,Jul,07-Jul,1309478400000.0,Regalia,Regalia Departamental,Chuquisaca,1.66048091
IDH,2024,8,Ago,08-Ago,1722470400000.0,IDH,IDH,IDH,55.05287445
Cochabamba,2006,11,Nov,11-Nov,1162339200000.0,Regalia,Regalia Departamental,Cochabamba,2.43276335
Beni,2009,5,May,05-May,1241136000000.0,Regalia,Regalia Compensatoria,Beni,1.40381319
TGN,2009,12,Dic,12-Dic,1259625600000.0,Participacion,Participacion TGN,TGN,10.83678136
Santa Cruz,2009,1,Ene,01-Ene,1230768000000.0,Regalia,Regalia Departamental,Santa Cruz,6.09693697
Tarija,2007,11,Nov,11-Nov,1193875200000.0,Regalia,Regalia Departamental,Tarija,15.3843916
Cochabamba,2012,1,Ene,01-Ene,1325376000000.0,Regalia,Regalia Departamental,Cochabamba,3.38311601
Beni,2023,11,Nov,11-Nov,1698796800000.0,Regalia,Regalia Compensatoria,Beni,1.25793194
Pando,2008,9,Sep,09-Sep,1220227200000.0,Regalia,Regalia Compensatoria,Pando,0.921045
Cochabamba,2006,12,Dic,12-Dic,1164931200000.0,Regalia,Regalia Departamental,Cochabamba,2.40763951
Chuquisaca,2019,8,Ago,08-Ago,1564617600000.0,Regalia,Regalia Departamental,Chuquisaca,3.76676131
Pando,2024,12,Dic,12-Dic,1733011200000.0,Regalia,Regalia Compensatoria,Pando,0.44918026
Cochabamba,2021,8,Ago,08-Ago,1627776000000.0,Regalia,Regalia Departamental,Cochabamba,0.51458512
TGN,2012,5,May,05-May,1335830400000.0,Participacion,Participacion TGN,TGN,24.72504765
Cochabamba,2006,6,Jun,06-Jun,1149120000000.0,Regalia,Regalia Departamental,Cochabamba,3.34318441
Cochabamba,2012,8,Ago,08-Ago,1343779200000.0,Regalia,Regalia Departamental,Cochabamba,3.35991312
Pando,2024,3,Mar,03-Mar,1709251200000.0,Regalia,Regalia Compensatoria,Pando,0.64404808
Tarija,2020,6,Jun,06-Jun,1590969600000.0,Regalia,Regalia Departamental,Gran Chaco,5.21674442
Pando,2010,7,Jul,07-Jul,1277942400000.0,Regalia,Regalia Compensatoria,Pando,0.77796489
TGN,2006,1,Ene,01-Ene,1136073600000.0,Participacion,Participacion TGN,TGN,10.16327968
IDH,2024,9,Sep,09-Sep,1725148800000.0,IDH,IDH,IDH,53.24269766
Cochabamba,2010,4,Abr,04-Abr,1270080000000.0,Regalia,Regalia Departamental,Cochabamba,2.36963765
Tarija,2019,2,Feb,02-Feb,1548979200000.0,Regalia,Regalia Departamental,Gran Chaco,5.56728209
Tarija,2012,2,Feb,02-Feb,1328054400000.0,Regalia,Regalia Departamental,Tarija,17.20412089
IDH,2010,11,Nov,11-Nov,1288569600000.0,IDH,IDH,IDH,100.790163
TGN,2017,8,Ago,08-Ago,1501545600000.0,Participacion,Participacion TGN,TGN,16.95056326
Santa Cruz,2009,6,Jun,06-Jun,1243814400000.0,Regalia,Regalia Departamental,Santa Cruz,3.98551207
Pando,2015,6,Jun,06-Jun,1433116800000.0,Regalia,Regalia Compensatoria,Pando,1.57135761
Chuquisaca,2022,5,May,05-May,1651363200000.0,Regalia,Regalia Departamental,Chuquisaca,3.26266882
Pando,2009,12,Dic,12-Dic,1259625600000.0,Regalia,Regalia Compensatoria,Pando,0.60204341
Chuquisaca,2007,12,Dic,12-Dic,1196467200000.0,Regalia,Regalia Departamental,Chuquisaca,1.29922427
Chuquisaca,2019,5,May,05-May,1556668800000.0,Regalia,Regalia Departamental,Chuquisaca,4.34120614
Chuquisaca,2011,4,Abr,04-Abr,1301616000000.0,Regalia,Regalia Departamental,Chuquisaca,1.87476596
Santa Cruz,2017,9,Sep,09-Sep,1504224000000.0,Regalia,Regalia Departamental,Santa Cruz,7.75706992
Santa Cruz,2025,6,Jun,06-Jun,1748736000000.0,Regalia,Regalia Departamental,Santa Cruz,6.11006363
Pando,2013,10,Oct,10-Oct,1380585600000.0,Regalia,Regalia Compensatoria,Pando,1.97527582
Tarija,2010,12,Dic,12-Dic,1291161600000.0,Regalia,Regalia Departamental,Tarija,12.64113084
IDH,2021,11,Nov,11-Nov,1635724800000.0,IDH,IDH,IDH,74.325693
Santa Cruz,2024,6,Jun,06-Jun,1717200000000.0,Regalia,Regalia Departamental,Santa Cruz,8.03422446
Beni,2023,10,Oct,10-Oct,1696118400000.0,Regalia,Regalia Compensatoria,Beni,1.34435121
Pando,2006,8,Ago,08-Ago,1154390400000.0,Regalia,Regalia Compensatoria,Pando,0.59956687
Santa Cruz,2019,1,Ene,01-Ene,1546300800000.0,Regalia,Regalia Departamental,Santa Cruz,11.63390001
IDH,2006,3,Mar,03-Mar,1141171200000.0,IDH,IDH,IDH,97.24396835
Cochabamba,2015,6,Jun,06-Jun,1433116800000.0,Regalia,Regalia Departamental,Cochabamba,1.95595566
Cochabamba,2015,8,Ago,08-Ago,1438387200000.0,Regalia,Regalia Departamental,Cochabamba,1.12364174
Cochabamba,2013,5,May,05-May,1367366400000.0,Regalia,Regalia Departamental,Cochabamba,3.26138136
Tarija,2012,8,Ago,08-Ago,1343779200000.0,Regalia,Regalia Departamental,Tarija,24.69594694
Cochabamba,2008,9,Sep,09-Sep,1220227200000.0,Regalia,Regalia Departamental,Cochabamba,3.516876
Tarija,2011,4,Abr,04-Abr,1301616000000.0,Regalia,Regalia Departamental,Tarija,9.76640863
IDH,2008,7,Jul,07-Jul,1214870400000.0,IDH,IDH,IDH,88.585965
Santa Cruz,2022,12,Dic,12-Dic,1669852800000.0,Regalia,Regalia Departamental,Santa Cruz,13.73024371
TGN,2006,3,Mar,03-Mar,1141171200000.0,Participacion,Participacion TGN,TGN,9.15835505
Cochabamba,2024,10,Oct,10-Oct,1727740800000.0,Regalia,Regalia Departamental,Cochabamba,0.33908895
Beni,2022,7,Jul,07-Jul,1656633600000.0,Regalia,Regalia Compensatoria,Beni,1.77523763
Beni,2006,5,May,05-May,1146441600000.0,Regalia,Regalia Compensatoria,Beni,1.17281804
TGN,2024,4,Abr,04-Abr,1711929600000.0,Participacion,Participacion TGN,TGN,10.83554143
IDH,2020,12,Dic,12-Dic,1606780800000.0,IDH,IDH,IDH,54.492352
Beni,2017,6,Jun,06-Jun,1496275200000.0,Regalia,Regalia Compensatoria,Beni,1.64409723
Cochabamba,2017,5,May,05-May,1493596800000.0,Regalia,Regalia Departamental,Cochabamba,0.98187062
Tarija,2008,5,May,05-May,1209600000000.0,Regalia,Regalia Departamental,Tarija,6.8465068
Chuquisaca,2025,10,Oct,10-Oct,1759276800000.0,Regalia,Regalia Departamental,Chuquisaca,1.98438225
TGN,2013,5,May,05-May,1367366400000.0,Participacion,Participacion TGN,TGN,29.74414642
Santa Cruz,2024,9,Sep,09-Sep,1725148800000.0,Regalia,Regalia Departamental,Santa Cruz,7.98801348
Tarija,2025,8,Ago,08-Ago,1754006400000.0,Regalia,Regalia Departamental,Gran Chaco,2.28922861
Pando,2009,11,Nov,11-Nov,1257033600000.0,Regalia,Regalia Compensatoria,Pando,0.6548835
TGN,2015,8,Ago,08-Ago,1438387200000.0,Participacion,Participacion TGN,TGN,16.15072909
Santa Cruz,2019,12,Dic,12-Dic,1575158400000.0,Regalia,Regalia Departamental,Santa Cruz,9.4074333
Chuquisaca,2024,10,Oct,10-Oct,1727740800000.0,Regalia,Regalia Departamental,Chuquisaca,2.78538677
Tarija,2017,3,Mar,03-Mar,1488326400000.0,Regalia,Regalia Departamental,Tarija,5.8145617
Cochabamba,2022,8,Ago,08-Ago,1659312000000.0,Regalia,Regalia Departamental,Cochabamba,0.5933783
Santa Cruz,2025,8,Ago,08-Ago,1754006400000.0,Regalia,Regalia Departamental,Santa Cruz,5.04628035
Chuquisaca,2023,11,Nov,11-Nov,1698796800000.0,Regalia,Regalia Departamental,Chuquisaca,3.27807118
Tarija,2013,4,Abr,04-Abr,1364774400000.0,Regalia,Regalia Departamental,Tarija,16.6390261
IDH,2007,3,Mar,03-Mar,1172707200000.0,IDH,IDH,IDH,54.2253807
Tarija,2021,6,Jun,06-Jun,1622505600000.0,Regalia,Regalia Departamental,Gran Chaco,4.76533102
Santa Cruz,2015,1,Ene,01-Ene,1420070400000.0,Regalia,Regalia Departamental,Santa Cruz,12.66790548
Beni,2016,9,Sep,09-Sep,1472688000000.0,Regalia,Regalia Compensatoria,Beni,1.27979308
IDH,2013,9,Sep,09-Sep,1377993600000.0,IDH,IDH,IDH,196.525791
Pando,2019,6,Jun,06-Jun,1559347200000.0,Regalia,Regalia Compensatoria,Pando,0.66883541
Pando,2019,2,Feb,02-Feb,1548979200000.0,Regalia,Regalia Compensatoria,Pando,0.72688147
Chuquisaca,2016,6,Jun,06-Jun,1464739200000.0,Regalia,Regalia Departamental,Chuquisaca,2.20671546
Cochabamba,2011,10,Oct,10-Oct,1317427200000.0,Regalia,Regalia Departamental,Cochabamba,3.07451622
Tarija,2014,2,Feb,02-Feb,1391212800000.0,Regalia,Regalia Departamental,Tarija,24.36920044
IDH,2013,11,Nov,11-Nov,1383264000000.0,IDH,IDH,IDH,193.789455
Tarija,2006,3,Mar,03-Mar,1141171200000.0,Regalia,Regalia Departamental,Gran Chaco,
Santa Cruz,2007,1,Ene,01-Ene,1167609600000.0,Regalia,Regalia Departamental,Santa Cruz,3.60415607
Santa Cruz,2020,12,Dic,12-Dic,1606780800000.0,Regalia,Regalia Departamental,Santa Cruz,6.8015053
Tarija,2016,7,Jul,07-Jul,1467331200000.0,Regalia,Regalia Departamental,Gran Chaco,1.43734575
Santa Cruz,2008,6,Jun,06-Jun,1212278400000.0,Regalia,Regalia Departamental,Santa Cruz,0.0
Santa Cruz,2025,7,Jul,07-Jul,1751328000000.0,Regalia,Regalia Departamental,Santa Cruz,4.88515458
TGN,2020,7,Jul,07-Jul,1593561600000.0,Participacion,Participacion TGN,TGN,7.9134852
Santa Cruz,2009,12,Dic,12-Dic,1259625600000.0,Regalia,Regalia Departamental,Santa Cruz,3.46792655
Tarija,2009,7,Jul,07-Jul,1246406400000.0,Regalia,Regalia Departamental,Gran Chaco,
IDH,2014,10,Oct,10-Oct,1412121600000.0,IDH,IDH,IDH,201.679733
Beni,2022,5,May,05-May,1651363200000.0,Regalia,Regalia Compensatoria,Beni,1.61395928
Santa Cruz,2024,2,Feb,02-Feb,1706745600000.0,Regalia,Regalia Departamental,Santa Cruz,7.31739066
Tarija,2013,3,Mar,03-Mar,1362096000000.0,Regalia,Regalia Departamental,Gran Chaco,17.66679558
Santa Cruz,2014,5,May,05-May,1398902400000.0,Regalia,Regalia Departamental,Santa Cruz,8.43791743
TGN,2012,2,Feb,02-Feb,1328054400000.0,Participacion,Participacion TGN,TGN,24.84084173
TGN,2008,11,Nov,11-Nov,1225497600000.0,Participacion,Participacion TGN,TGN,19.32536885
Cochabamba,2006,9,Sep,09-Sep,1157068800000.0,Regalia,Regalia Departamental,Cochabamba,2.66802876
Tarija,2024,1,Ene,01-Ene,1704067200000.0,Regalia,Regalia Departamental,Tarija,5.07882616
Tarija,2006,3,Mar,03-Mar,1141171200000.0,Regalia,Regalia Departamental,Tarija,11.50579982
Tarija,2011,2,Feb,02-Feb,1296518400000.0,Regalia,Regalia Departamental,Gran Chaco,10.52481015
Pando,2023,2,Feb,02-Feb,1675209600000.0,Regalia,Regalia Compensatoria,Pando,0.82063297
Tarija,2014,9,Sep,09-Sep,1409529600000.0,Regalia,Regalia Departamental,Tarija,25.62751487
TGN,2019,12,Dic,12-Dic,1575158400000.0,Participacion,Participacion TGN,TGN,15.03298816
Cochabamba,2010,10,Oct,10-Oct,1285891200000.0,Regalia,Regalia Departamental,Cochabamba,2.75466432
IDH,2016,11,Nov,11-Nov,1477958400000.0,IDH,IDH,IDH,67.047885
IDH,2014,1,Ene,01-Ene,1388534400000.0,IDH,IDH,IDH,195.78571
Tarija,2021,1,Ene,01-Ene,1609459200000.0,Regalia,Regalia Departamental,Tarija,5.37802745
IDH,2014,7,Jul,07-Jul,1404172800000.0,IDH,IDH,IDH,191.903909
Chuquisaca,2016,5,May,05-May,1462060800000.0,Regalia,Regalia Departamental,Chuquisaca,3.07884297
TGN,2023,10,Oct,10-Oct,1696118400000.0,Participacion,Participacion TGN,TGN,12.0991609
Cochabamba,2024,2,Feb,02-Feb,1706745600000.0,Regalia,Regalia Departamental,Cochabamba,0.37415524
Cochabamba,2020,3,Mar,03-Mar,1583020800000.0,Regalia,Regalia Departamental,Cochabamba,0.76095254
Beni,2024,9,Sep,09-Sep,1725148800000.0,Regalia,Regalia Compensatoria,Beni,1.10922287
Santa Cruz,2008,1,Ene,01-Ene,1199145600000.0,Regalia,Regalia Departamental,Santa Cruz,3.89400484
Chuquisaca,2013,8,Ago,08-Ago,1375315200000.0,Regalia,Regalia Departamental,Chuquisaca,11.76108792
Santa Cruz,2008,4,Abr,04-Abr,1207008000000.0,Regalia,Regalia Departamental,Santa Cruz,4.26061042
Santa Cruz,2025,4,Abr,04-Abr,1743465600000.0,Regalia,Regalia Departamental,Santa Cruz,5.37315032
Cochabamba,2025,7,Jul,07-Jul,1751328000000.0,Regalia,Regalia Departamental,Cochabamba,0.35613476
Beni,2008,9,Sep,09-Sep,1220227200000.0,Regalia,Regalia Compensatoria,Beni,1.842092
Beni,2014,10,Oct,10-Oct,1412121600000.0,Regalia,Regalia Compensatoria,Beni,4.10329186
Pando,2015,12,Dic,12-Dic,1448928000000.0,Regalia,Regalia Compensatoria,Pando,1.22932874
Beni,2009,4,Abr,04-Abr,1238544000000.0,Regalia,Regalia Compensatoria,Beni,1.44367939
Beni,2010,2,Feb,02-Feb,1264982400000.0,Regalia,Regalia Compensatoria,Beni,1.36831353
Beni,2006,11,Nov,11-Nov,1162339200000.0,Regalia,Regalia Compensatoria,Beni,1.37518134
Chuquisaca,2019,4,Abr,04-Abr,1554076800000.0,Regalia,Regalia Departamental,Chuquisaca,3.55826969
TGN,2009,5,May,05-May,1241136000000.0,Participacion,Participacion TGN,TGN,12.63431875
Pando,2011,2,Feb,02-Feb,1296518400000.0,Regalia,Regalia Compensatoria,Pando,1.0189906
Chuquisaca,2017,9,Sep,09-Sep,1504224000000.0,Regalia,Regalia Departamental,Chuquisaca,3.14232611
Chuquisaca,2012,11,Nov,11-Nov,1351728000000.0,Regalia,Regalia Departamental,Chuquisaca,4.32561352
Tarija,2022,4,Abr,04-Abr,1648771200000.0,Regalia,Regalia Departamental,Tarija,7.04982214
IDH,2008,10,Oct,10-Oct,1222819200000.0,IDH,IDH,IDH,107.05247821
Chuquisaca,2023,5,May,05-May,1682899200000.0,Regalia,Regalia Departamental,Chuquisaca,3.7891523
Santa Cruz,2016,1,Ene,01-Ene,1451606400000.0,Regalia,Regalia Departamental,Santa Cruz,7.50289332
Chuquisaca,2015,10,Oct,10-Oct,1443657600000.0,Regalia,Regalia Departamental,Chuquisaca,5.17112705
Beni,2006,4,Abr,04-Abr,1143849600000.0,Regalia,Regalia Compensatoria,Beni,1.04139295
TGN,2025,7,Jul,07-Jul,1751328000000.0,Participacion,Participacion TGN,TGN,6.42205903
Chuquisaca,2017,12,Dic,12-Dic,1512086400000.0,Regalia,Regalia Departamental,Chuquisaca,3.50171551
Pando,2007,12,Dic,12-Dic,1196467200000.0,Regalia,Regalia Compensatoria,Pando,0.76994253
Beni,2012,10,Oct,10-Oct,1349049600000.0,Regalia,Regalia Compensatoria,Beni,3.54404119
Tarija,2016,4,Abr,04-Abr,1459468800000.0,Regalia,Regalia Departamental,Gran Chaco,10.13842224
Pando,2018,4,Abr,04-Abr,1522540800000.0,Regalia,Regalia Compensatoria,Pando,0.86529224
Santa Cruz,2018,2,Feb,02-Feb,1517443200000.0,Regalia,Regalia Departamental,Santa Cruz,4.87252438
Santa Cruz,2007,2,Feb,02-Feb,1170288000000.0,Regalia,Regalia Departamental,Santa Cruz,3.85693944
